Address,found_address,coordinates,District
"վաղարշյան փողոց 19, երևան","Armenia, Yerevan, Vagharshyan Street, 19","40.203876,44.497634",Արաբկիր
"շիրազի փողոց 26, երևան","Armenia, Yerevan, Shiraz Street, 26","40.204965,44.461989",Աջափնյակ
"zakaria sarkavag street, yerevan","Armenia, Yerevan, Zakaria Kanakertsi Street","40.222884,44.544796",Քանաքեռ-Զեյթուն
"վարդանանց փողոց 4, երևան","Armenia, Yerevan, Vardanants Street, 4","40.178717,44.517487",Կենտրոն
"norik street 22, երևան","Armenia, Yerevan, Norik Street, 22","40.184822,44.432021",Մալաթիա-Սեբաստիա
"gyulikekhvyan street, yerevan","Armenia, Yerevan, Gyulikevkhyan Street","40.186916,44.572527",Նոր Նորք
"ձորափի փողոց 40, երևան","Armenia, Yerevan, Dzorap Street, 40","40.182617,44.496925",Կենտրոն
"առնո բաբաջանյան փողոց 51, երևան","Armenia, Yerevan, Arno Babajanyan Street, 51","40.168388,44.440241",Մալաթիա-Սեբաստիա
"vilnius st, yerevan","Armenia, Yerevan, Vilnius Street","40.173391,44.567748",Նոր Նորք
"արշակունյաց պողոտա 54/1, երևան","Armenia, Yerevan, Arshakunyats Avenue, 54/1","40.146007,44.496449",Շենգավիթ
"նոր արեշի 15-րդ փողոց 7, երևան","Armenia, Yerevan, Nor Aresh 15th Street, 7","40.139816,44.51463",Էրեբունի
"մարգարյան փողոցի 1-ին նրբանցք 4, երևան","Armenia, Yerevan, Margaryan Street 1st Lane, 4","40.206487,44.475257",Աջափնյակ
"pirumyanner street 13, yerevan","Armenia, Yerevan, Pirumyanner Street, 13","40.218952,44.497293",Դավթաշեն
"ծովակալ իսակովի պողոտա 40, երևան","Armenia, Yerevan, Tsovakal Isakov Avenue, 40","40.16122,44.445595",Մալաթիա-Սեբաստիա
"եղիշե չարենցի փողոց 76/5, երևան","Armenia, Yerevan, Charents Street, 76/5","40.170359,44.524198",Կենտրոն
"զաքարիա քանաքեռցու փողոց 123/2, երևան","Armenia, Yerevan, Zakaria Kanakertsi Street, 123/2","40.225136,44.545784",Քանաքեռ-Զեյթուն
"проспект маршала баграмяна 58, yerevan","Armenia, Yerevan, Baghramyan Avenue, 58","40.193847,44.498119",Արաբկիր
"վերին շենգավիթի 10-րդ փողոց, երևան","Armenia, Yerevan, Verin Shengavit 10th Street","40.148234,44.488975",Շենգավիթ
"улица нансена , ереван","Armenia, Yerevan, Nansen Street","40.198579,44.561514",Նոր Նորք
"tsovakal isakov avenue 46, yerevan","Armenia, Yerevan, Tsovakal Isakov Avenue, 46","40.16142,44.443493",Մալաթիա-Սեբաստիա
"ավանեսովի փողոց 2, երևան","Armenia, Yerevan, Avanesov Street, 2","40.132487,44.527369",Էրեբունի
"տերյան փողոց 107, երևան","Armenia, Yerevan, Teryan Street, 107","40.19229,44.525311",Կենտրոն
"կոմիտասի պողոտա 46, երևան","Armenia, Yerevan, Komitas Avenue, 46","40.206604,44.510929",Արաբկիր
"komitas passing, yerevan","Armenia, Yerevan, Komitas passing","40.205337,44.517514",Արաբկիր
"улица московян 28, ереван","Armenia, Yerevan, Moskovyan Street, 28","40.18817,44.511298",Կենտրոն
"քուչակ թաղամաս 22, երևան","Armenia, Yerevan, The Administrative District of Avan, Kuchak District, 22","40.218188,44.577144",Ավան
"նիկողայոս տիգրանյան փողոց 7, երևան","Armenia, Yerevan, Nikoghayos Tigranyan Street, 7","40.205963,44.519966",Արաբկիր
"արշակունյաց պողոտա 30, երևան","Armenia, Yerevan, Arshakunyats Avenue, 30","40.157098,44.501219",Շենգավիթ
"կոմիտասի պողոտա 39, երևան","Armenia, Yerevan, Komitas Avenue, 39","40.207182,44.511136",Արաբկիր
"օհանովի փողոց 29/9, երևան","Armenia, Yerevan, Ohanov Street, 29/9","40.180412,44.44458",Մալաթիա-Սեբաստիա
"քաջազնունու փողոց 10, երևան","Armenia, Yerevan, Kajaznuni Street, 10","40.16887,44.519508",Կենտրոն
"մեսրոպ մաշտոցի պողոտա 34, երևան","Armenia, Yerevan, Mashtots Avenue, 34","40.183251,44.510885",Կենտրոն
"զաքարիա քանաքեռցու փողոց 133, երևան","Armenia, Yerevan, Zakaria Kanakertsi Street, 133","40.229866,44.548407",Քանաքեռ-Զեյթուն
"ծարավ աղբյուրի փողոց 55/20, երևան","Armenia, Yerevan, Tsarav Akhpyur Street, 55/20","40.219124,44.550581",Ավան
"կուրղինյանի փողոց 13, երևան","Armenia, Yerevan, Kurghinyan Street, 13","40.168491,44.468978",Մալաթիա-Սեբաստիա
"ադմիրալ իսակովի պողոտա 50/7, երևան","Armenia, Yerevan, Tsovakal Isakov Avenue, 50/7","40.161544,44.433378",Մալաթիա-Սեբաստիա
"կորյունի փողոց 13, երևան","Armenia, Yerevan, Koryun Street, 13","40.188611,44.522949",Կենտրոն
"դավթաշենի 9-րդ փողոց, երևան","Armenia, Yerevan, Davtashen 9th Street","40.217596,44.483082",Դավթաշեն
"մոսկովյան փողոց 10, երևան","Armenia, Yerevan, Moskovyan Street, 10","40.188246,44.517325",Կենտրոն
"գարեգին հովսեփյան փողոց 24/5, երևան","Armenia, Yerevan, Garegin Hovsepyan Street, 24/5","40.178007,44.538373",Նորք-Մարաշ
"դուրյան թաղամաս 38, երևան","Armenia, Yerevan, The Administrative District of Avan, Duryan District, 38","40.21232,44.582112",Ավան
"leningradyan street 23/2, yerevan","Armenia, Yerevan, Kirk Kerkorian Street, 23/2","40.190685,44.471996",Մալաթիա-Սեբաստիա
"ավանեսովի փակուղի, երևան","Armenia, Yerevan, Avanesov Street","40.131549,44.528815",Էրեբունի
"րաֆֆու փողոց 111, երևան","Armenia, Yerevan, Raffi Street, 111","40.173501,44.429452",Մալաթիա-Սեբաստիա
"բայրոնի փողոց 10, երևան","Armenia, Yerevan, Byron Street, 10","40.186586,44.518197",Կենտրոն
"թևոսյան փողոց , երևան","Armenia, Yerevan, Tevosyan Street","40.189651,44.588077",Նոր Նորք
"նոր արեշի 12-րդ փողոց 99/1, երևան","Armenia, Yerevan, Nor Aresh 12th Street, 99/1","40.141092,44.519293",Էրեբունի
"սուրբ գրիգոր լուսավորչի փողոց 12, երևան","Armenia, Yerevan, Surb Grigor Lusavorich Street, 12","40.177256,44.503959",Կենտրոն
"զորավար անդրանիկի փողոց 13/7, երևան","Armenia, Yerevan, Zoravar Andranik Street, 13/7","40.179944,44.447338",Մալաթիա-Սեբաստիա
"գյուլբենկյան փողոց 34ա, երևան","Armenia, Yerevan, Gyulbenkyan Street, 34A","40.200846,44.496314",Արաբկիր
"կոմիտասի պողոտա 38, երևան","Armenia, Yerevan, Komitas Avenue, 38","40.205461,44.506016",Արաբկիր
"սայաթ-նովայի պողոտա 19/1, երևան","Armenia, Yerevan, Sayat-Nova Avenue, 19/1","40.182989,44.520092",Կենտրոն
"թումանյան փողոց 32, երևան","Armenia, Yerevan, Tumanyan Street, 32","40.183272,44.516652",Կենտրոն
"աբովյան փողոց 62, երևան","Armenia, Yerevan, Abovyan Street, 62","40.191229,44.529354",Կենտրոն
"անտառային փողոց 3, երևան","Armenia, Yerevan, Antarayin Street, 3","40.191298,44.517451",Կենտրոն
"զորավար անդրանիկի փողոց 10, երևան","Armenia, Yerevan, Zoravar Andranik Street, 10","40.184229,44.447984",Մալաթիա-Սեբաստիա
"դավթաշեն 4-րդ թաղամաս 51, երևան","Armenia, Yerevan, The Administrative District of Davtashen, Davtashen 4th Block, 51","40.223132,44.499745",Դավթաշեն
"բաղյան փողոց 2-րդ նրբանցք 5, երևան","Armenia, Yerevan, Baghyan Street 2nd Lane, 5","40.192834,44.565026",Նոր Նորք
"հրաչյա քոչար փողոց, yerevan","Armenia, Yerevan, 1-ya ulitsa","40.222836,44.482794",Դավթաշեն
"լյուքսեմբուրգ փողոցի 1-ին նրբանցք 3, երևան","Armenia, Yerevan, Lyuksemburg Street 1st Lane, 3","40.188956,44.56349",Նոր Նորք
"garegin nzhdeh street 58, երևան","Armenia, Yerevan, Garegin Nzhdeh Street, 58","40.150205,44.509501",Էրեբունի
"խանջյան փողոց 35, երևան","Armenia, Yerevan, Khanjyan Street, 35","40.178187,44.522554",Կենտրոն
"մանթաշյան փողոց 42, երևան","Armenia, Yerevan, Mantashyan Street, 42","40.154307,44.484573",Շենգավիթ
"օրբելի եղբայրների փողոց 18, երևան","Armenia, Yerevan, Orbeli Brothers Street, 18","40.193764,44.489774",Արաբկիր
"տերյան փողոց 4, երևան","Armenia, Yerevan, Teryan Street, 4","40.180943,44.512448",Կենտրոն
"եկմալյան փողոց 1, երևան","Armenia, Yerevan, Yekmalyan Street, 1","40.184402,44.508854",Կենտրոն
"նորաշեն թաղամաս 5, երևան","Armenia, Yerevan, The Administrative District of Ajapnyak, Norashen Quarter, 5","40.211446,44.465196",Աջափնյակ
"մարշալ խուդյակովի փողոց 84/2, երևան","Armenia, Yerevan, Marshal Khudyakov Street, 84/2","40.211432,44.570721",Ավան
"ադոնցի փողոց 6մ3, երևան","Armenia, Yerevan, Adonts Street, 3","40.209875,44.528411",Արաբկիր
"չեխովի փողոց 39/1, երևան","Armenia, Yerevan, Chekhov Street, 39/1","40.149523,44.475123",Շենգավիթ
"վերին անտառային փողոց 123/3, երևան","Armenia, Yerevan, Verin Antarayin Street, 123/3","40.194729,44.511747",Կենտրոն
"tbilisian highway 7/8, երևան","Armenia, Yerevan, The Administrative District of Nubarashen, microdistrict G-7, 8","40.082147,44.541221",Նուբարաշեն
"վանի 1915 թվականի հերոսամարտի փողոց 2, երևան","Armenia, Yerevan, 1915 Defense of Van Street, 2","40.181625,44.529246",Կենտրոն
"զորավար անդրանիկի փողոց 121, երևան","Armenia, Yerevan, Zoravar Andranik Street, 121","40.166141,44.445469",Մալաթիա-Սեբաստիա
"եղիշե թադևոսյան փողոց 3, երևան","Armenia, Yerevan, Yeghishe Tadevosyan Street, 3","40.146917,44.491741",Շենգավիթ
"viktor hambardzumyan street 113, yerevan","Armenia, Yerevan, Viktor Hambardzumyan Street, 113","40.198965,44.504228",Արաբկիր
"վարդանանց փողոց 18/1, երևան","Armenia, Yerevan, Vardanants Street, 18/1","40.175982,44.51932",Կենտրոն
"կոմիտասի պողոտա 35a, երևան","Armenia, Yerevan, Komitas Avenue, 35A","40.206893,44.507013",Արաբկիր
"mamikonyants street, yerevan","Armenia, Yerevan, Mamikonyants Street","40.209352,44.516795",Արաբկիր
"արամ խաչատրյան փողոց 32, երևան","Armenia, Yerevan, Aram Khachatryan Street, 32","40.207954,44.505701",Արաբկիր
"улица нар-дос 34, yerevan","Armenia, Yerevan, Nar-Dos Street 2nd Lane, 39/1","40.164487,44.514415",Կենտրոն
"կարապետ ուլնեցու փողոց 58/10բ, երևան","Armenia, Yerevan, Karapet Ulnetsi Street, 58/10B","40.19787,44.535948",Քանաքեռ-Զեյթուն
"լենինգրադյան փողոց 32, երևան","Armenia, Yerevan, Kirk Kerkorian Street, 32","40.191739,44.473236",Աջափնյակ
"կարապետ ուլնեցու փողոց 3-րդ փակուղի 2/1, երևան","Armenia, Yerevan, Karapet Ulnetsi Street, 2","40.196781,44.526928",Քանաքեռ-Զեյթուն
"բաշինջաղյան փողոց 2-րդ նրբանցք 2, երևան","Armenia, Yerevan, Bashinjaghyan Street 2nd Lane, 2","40.205702,44.467244",Աջափնյակ
"լվովյան փողոց 21/5, երևան","Armenia, Yerevan, Lvovyan Street, 21/5","40.19891,44.554785",Նոր Նորք
"ծարավ աղբյուր փողոց 55/9, երևան","Armenia, Yerevan, Tsarav Akhpyur Street, 55/9","40.217286,44.551821",Ավան
"սամվել գևորգյան փողոց 90/8, երևան","Armenia, Yerevan, The Administrative District of Davtashen, Samvel Gevorgyan Street, 90/8","40.218195,44.472383",Դավթաշեն
"նաիրի զարյան փողոց 74a, երևան","Armenia, Yerevan, Nairi Zaryan Street, 74A","40.203622,44.516256",Արաբկիր
"տպագրիչների փողոց 13, երևան","Armenia, Yerevan, Tpagrichner Street, 13","40.177174,44.520703",Կենտրոն
"մեսրոպ մաշտոցի պողոտա 1, երևան","Armenia, Yerevan, Mashtots Avenue, 1","40.176815,44.502342",Կենտրոն
"norashen block, yerevan","Armenia, Yerevan, The Administrative District of Ajapnyak, Lukashin District","40.195872,44.454722",Աջափնյակ
"դավթաշեն 1-ին թաղամաս 1, երևան","Armenia, Yerevan, The Administrative District of Davtashen, Davtashen 1st Block, 1","40.221376,44.487555",Դավթաշեն
"այգեստան 7-րդ փողոց, երևան","Armenia, Yerevan, Armen Takhtajian Street","40.174507,44.524081",Կենտրոն
"vagharsh vagharshyan street, երևան","Armenia, Yerevan, Vagharshyan Street","40.200804,44.499997",Արաբկիր
"հրաչյա աճառյանի փողոց 18, երևան","Armenia, Yerevan, Acharyan Street, 18","40.215282,44.563319",Ավան
"shahamiryany street, yerevan","Armenia, Yerevan, Shahamiryanner Street","40.14196,44.485804",Շենգավիթ
"մարշալ բաբաջանյան փողոց 5/3, երևան","Armenia, Yerevan, Marshal Babajanyan Street, 5/3","40.219834,44.565376",Ավան
"ավետիս ահարոնյան փողոց , երևան","Armenia, Yerevan, Avetis Aharonyan Street","40.203787,44.536388",Քանաքեռ-Զեյթուն
"karapet ulnetsi street, yerevan","Armenia, Yerevan, Karapet Ulnetsi Street","40.203869,44.534879",Քանաքեռ-Զեյթուն
"komitas avenu 32, երևան","Armenia, Yerevan, Komitas Avenue, 32","40.204262,44.503015",Արաբկիր
"մաշտոցի պողոտա 2, երևան","Armenia, Yerevan, Mashtots Avenue, 2","40.176498,44.502854",Կենտրոն
"վարդանանց փողոցի անցուղի, երևան","Armenia, Yerevan, Vardanants Street Drive","40.179027,44.518502",Կենտրոն
"նար-դոսի փողոց 18, երևան","Armenia, Yerevan, Nar-Dos Street, 18","40.165066,44.513723",Կենտրոն
"1-й тупик проспекта тигран мец 10, ереван","Armenia, Yerevan, Tigran Mets Avenue 1st Blind Alley, 10","40.159497,44.5088",Էրեբունի
"արտեմ միկոյան փողոց 2/2, երևան","Armenia, Yerevan, Artem Mikoyan Street, 2/2","40.181935,44.571718",Նոր Նորք
"վահան տերյանի փողոց 107, երևան","Armenia, Yerevan, Teryan Street, 107","40.19229,44.525311",Կենտրոն
"մինսկի փողոց 32, երևան","Armenia, Yerevan, Minsk Street, 32","40.172591,44.570766",Նոր Նորք
"առնո բաբաջանյան փողոց 4, երևան","Armenia, Yerevan, Arno Babajanyan Street, 4","40.17226,44.434959",Մալաթիա-Սեբաստիա
"улица мовсеса хоренаци 47, ереван","Armenia, Yerevan, Khorenatsi Street, 47","40.16357,44.516589",Կենտրոն
"մոսկովյան փողոց 19, երևան","Armenia, Yerevan, Moskovyan Street, 19","40.186696,44.520272",Կենտրոն
"նորագավիթի 1-ին փողոց 8ա, երևան","Armenia, Yerevan, Noragavit 1st Street, 8Ա","40.125481,44.477189",Շենգավիթ
"արամ խաչատրյան փողոց 29/1, երևան","Armenia, Yerevan, Aram Khachatryan Street, 29/1","40.208608,44.504003",Արաբկիր
"մոլդովական փողոց 49/74, երևան","Armenia, Yerevan, Moldovakan Street, 49/74","40.195486,44.577549",Նոր Նորք
"տերյան փողոց 3a, երևան","Armenia, Yerevan, Teryan Street, 3A","40.181825,44.512349",Կենտրոն
"լվովյան փողոց 21, երևան","Armenia, Yerevan, Lvovyan Street, 21","40.198407,44.555136",Նոր Նորք
"ավետիս ահարոնյան փողոց 10/2, երևան","Armenia, Yerevan, Avetis Aharonyan Street, 10/2","40.203463,44.536513",Քանաքեռ-Զեյթուն
"գևորգ վարդանյան փողոց 2/1, երևան","Armenia, Yerevan, Gevorg Vardanyan Street, 2/1","40.20223,44.511262",Արաբկիր
